,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,calculateMahalanobis,p
0,7.173717895184766,204.8904554713363,20791.318980747023,7.300211873184757,368.51644134980336,564.3086541722439,10.3797830780847,86.9909704615088,2.9631353806316407,9.049806601433929,0.4326893676458219
1,3.71608007538699,129.42292051494425,18630.057857970347,6.635245883862,345.4889204673006,592.8853591348523,15.18001311635726,56.32907628451764,4.500656274942408,14.425361429475402,0.10797844672362888
2,8.099124189298397,224.23625939355776,19909.541732292397,9.275883602694089,334.2681993085492,418.6062130644815,16.868636929550973,66.42009251176368,3.0559337496641685,4.91780624785406,0.8414136008444524
3,8.316765884214679,214.3733940856225,22018.41744077529,8.05933237743854,356.88613564305666,363.2665161642437,18.436524495493305,100.34167436508008,4.628770536837084,9.651222364363246,0.37945125936213375
4,9.092223456290965,181.10150923612525,17978.98633892625,6.546599974207941,310.13573752420444,398.4108133818447,11.558279443446397,31.997992727424737,4.075075425430034,9.02735339852084,0.43475306879497166
5,5.584086638456089,188.3133237696164,28748.68773904612,7.54486878877965,326.6783629116736,280.4679159334877,8.399734640152758,54.91786184199447,2.5597082275565217,11.928506989397587,0.21736981950167367
6,10.223862164528772,248.07173527013992,28749.716543528237,7.5134084658313025,393.66339551509645,283.6516335078445,13.789695317519886,84.60355617402357,2.672988736934779,18.8031609607089,0.026919575619300362
7,8.635848718500734,203.3615225845705,13672.091763901635,4.563008685599703,303.3097711592812,474.6076449424485,12.36381669870525,62.79830896292516,4.401424715445482,6.661728700566464,0.6722910279466427
8,6.871359197350979,118.98857909025187,14285.583854224516,7.804173553073094,268.646940746221,389.3755658712614,12.70604896865791,53.92884576751224,3.5950171809576155,13.69385189034619,0.13363985066195494
9,11.180284470721592,227.23146923797455,25484.50849098786,9.077200016914391,404.04163468409,563.8854814810949,17.92780641128502,71.97660103221915,4.370561936655497,19.676689606250083,0.02001593500600607
10,7.360640105838258,165.52079725952862,32452.614409143884,7.550700906704114,326.62435345560164,425.3834194953873,15.586810438033126,78.74001566430479,3.662291782852457,3.3655453331576015,0.948025042234559
